StoreName,Review,Keywords_Sentiments
란주탕슉,중화요리 맛집 인정,중화요리 맛집(Positive)
청량회관 시립대,참치와 파스타를 좋아하신다면 고민은 사치.,"참치(Positive), 파스타(Positive)"
혜성칼국수,닭칼국수 먹었어요 혼자가면 바쁜시간대에는 합석해서먹습니당! 칼국수면은 쫄깃하지않고 치아에 뚝뚝 끊기는 푹익은 밀가루떡느낌이라 그냥 그랬고 국물이 진한 것은 모르겠지만 그냥 치킨스톡같은 조미료 맛이나서 그냥그랬어요 양이 엄청많아요! 아 참고로 김치 맛있었는데 굳이 방문하지않을 것 같아요 긍정적 댓글이 많은게 조금 신기하네요!,"합석(Negative), 칼국수면(Negative), 국물(Negative), 양(Positive), 김치(Positive)"
오르랔베이커리,인테리어도 예쁘고 분위기도 너무 좋아요! 사람도 많지 않아서 평일에 방문하기 좋을 것 같아요 노트북 작업하기도 좋고 추천합니다!,"인테리어(Positive), 분위기(Positive), 사람이 많지 않음(Positive), 평일 방문(Positive), 노트북 작업(Positive)"
언니네함바그,치즈함바그는 모짜렐라 꾸떡한 소스 즐기시는 분들이 만족하실 것 같아요! 매운함바그는 맵찔이 충분히 가능했고 오히려 마지막 한입까지 물리지 않는 맛이었습니다! 맛있어서 두사람 다 완그릇했습니다!,"치즈함바그(Positive), 모짜렐라 꾸떡한 소스(Positive), 매운함바그(Positive), 맵찔이 충분히 가능(Positive), 마지막 한입까지 물리지 않는 맛(Positive)"
강남불백 신촌점,푸짐하게나오니 더 맛있네요 역시 맛집이네요 사장님 번창하세요!,"맛집(Positive), 푸짐하게 나오다(Positive), 더 맛있다(Positive)"
여기가좋겠네,머리카락나왔다고 말했더니 사과도 없이 바꿔준다고만하고 라면사리는 조리도 안들어갔는데 역시나 사과는 없더라구요 조리안들어갔으면 만들지말라고 했더니 갑자기 가지고 오시네요 맛을 떠나서 최악입니다,"사과도 없이 바꿔준다(Negative), 라면사리 조리 안됨(Negative), 사과 없음(Negative), 조리 안들어갔으면 만들지 말라(Negative), 맛을 떠나서 최악(Negative)"
수저가,맛있습니다 차돌 짬뽕 치고는 깔끔 합니다브레이크타임 기다리고 고기 들어 가는거 봤는데고기가 정말 좋아요 마늘 탕수육 부먹이고오래 두었다 드세요,"맛있습니다(Positive), 깔끔 합니다(Positive), 고기가 정말 좋아요(Positive), 오래 두었다 드세요(Negative)"
라구식당 신촌,라구 식당에서 라자냐와 함께 피클을 제공하지 않은 것은 명백한 살인 미수이다. 주방장은 나를 미끄러운 치즈에 넘어뜨려 다치게 만들 심산이었다.,"라자냐와 피클 제공 안함(Negative), 치즈(Negative)"
이모네왕파전,떡볶이가 넘 맛나네용,"떡볶이(Positive), 맛나다(Positive)"
스키당 대흥점,야채가 신성하고 소스가 맛있어요 간장도 간이 적당하게 맛있네요 잘 먹었습니다!,"야채 신선함(Positive), 소스 맛(Positive), 간장 맛(Positive)"
파사주,분위기 좋고 음식도 깔끔하니 맛있다!! 다른 메뉴도 궁금해 또 올 거다. 평일 저녁에 예약하고 갔는다. 미리 예약필수다. 테이블 간격도 약간 좁고 내가 간 날은 사람들이 많아 복작복작했다.,"분위기(Positive), 음식 맛(Positive), 음식 깔끔함(Positive), 테이블 간격(Negative), 사람들이 많아 복작복작함(Negative)"
비밀베이커리 이대점,빵 맛있고 신선해요 자극적이지않아서 어른분들도 좋아하셔요,"빵 맛있고 신선해요(Positive), 자극적이지 않아서(Positive), 어른분들도 좋아하셔요(Positive)"
공복식당 신촌,거진 2년만에 왔는데생고기집으로 바뀌었네요.근데 메뉴도 맛있었지만 그것보다직원분들이 매우 친절하시고 안주나 소스 등 떨어진 거 있으면 급으로 채워 넣어주시고핸드폰 충전에 비오는데 우산도 흔쾌히 빌려주시네요.최근 들어 고객으로써 서비스는 가장 친절하게 받은거 같아 감동 받아한번 후기 남겨 봅니다.번창하세요,"직원 친절(Positive), 서비스(Positive), 메뉴 맛(Positive), 안주 제공(Positive), 우산 대여(Positive)"
라구식당 신촌,바로 주문할 거라 해도 일행 없다고 안 들여보내주고 뒤에 온 사람 먼저 들여보냄 뭔 경우냐,"일행 없다고 안 들여보내주고(Negative), 뒤에 온 사람 먼저 들여보냄(Negative)"
이상한떡볶이집,이름값 제대로 하는 떡볶이집.. 맛은 무난하고 양은 많은 것 같아요 괜히 욕심내서 곱배기 안시켜도 될듯? 딱 대학가 앞 밥집인 것 같아요,"이름값(Positive), 맛은 무난(Positive), 양은 많은 것(Positive), 곱배기 안시켜도 될듯(Positive), 대학가 앞 밥집(Positive)"
안녕유부,안녕유부 넘 좋아요 가볍고 프레쉬하게 탄수화물 먹고 싶을 때 가면 딱이에요!!매장도 우드톤으로 아기자기하게 꾸며져 있어서 힐링되는 기분이에요 !경희대에 계속 있어주세요 사장님,"안녕유부(Positive), 가볍고 프레쉬(Positive), 탄수화물 먹고 싶을 때(Positive), 매장 우드톤 아기자기하게 꾸며짐(Positive), 힐링되는 기분(Positive)"
마더린러 베이글,베이글 맛있어요 !,"베이글(Positive), 맛(Positive)"
가야가야,가라이 돈코츠라멘 계란추가 맛있습니다 !,"돈코츠라멘(Positive), 계란추가(Positive), 맛있습니다(Positive)"
이상한떡볶이집,친절해요 맛있어요,"친절(Positive), 맛있다(Positive)"
정정,완벽 맛집,맛(Positive)
안녕유부,종종 밥 먹으로 오는데 유부초밥 종류가 많고 하나씩 고를 수 있어서 좋아요!,"밥 먹으로 오는데(Positive), 유부초밥 종류가 많고(Positive), 하나씩 고를 수 있어서(Positive)"
자가제빵선명희피자 외대점,맛잇게 잘머것어옹 조아옹,맛잇게(Positive)
쿳사 연희,쿳사연희 너무 맛있었어요!전부 다 맛있었어요 직원분들도 전부 다 친절하시고 좋있어요 🤍사람이 많으니 꼭 예약하고 가시는걸 추천 드릴게요!,"맛있었어요(Positive), 직원분들 친절(Positive), 사람 많음(Negative)"
이모네왕파전,정말 맛있어요,맛있어요(Positive)
란주탕슉 이대,추억의 맛. 변함없는 맛인게 고마울 정도. 꿔바로우와 도삭면은 이 집이 최고,"추억의 맛(Positive), 변함없는 맛(Positive), 꿔바로우(Positive), 도삭면(Positive), 이 집이 최고(Positive)"
망우로30,울 동네 브런치 집! 주차가 되는 곳이고. 회기역 2번 출구에서 가까워서 더 애용합니다!예약하고 가면 더 좋아요 점심때는 테이블 만석인것도 종종 봤어요 오늘은 어떨까? 하며 갔는데 다행히 4명이 앉을 자리가 있어서 바로 입석! 여기 양이 작아보이는데 항상 먹고나면 배가 부르는 느낌 피자 너무 맛있어요 루꼴라 진짜 씽씽해요 👍 늘 보면 바쁘신거 같아보이더라구요 그래서 일행 오기전에 주문하고 기다렸답니다 오늘도 맛점 성공,"주차(Positive), 위치(Positive), 피자(Positive), 루꼴라(Positive), 서비스(Positive)"
대성이네,신촌 닭도리탕 맛집💗가끔 생각나서 오는데 여전한 맛도리에용,"신촌 닭도리탕 맛집(Positive), 여전한 맛(Positive)"
153스트리트,음식이 맛있고 저렴합니다.,"음식(Positive), 맛있다(Positive), 저렴하다(Positive)"
라구식당,세브란스 간김에 지인과 함께 웨이팅 없었구요 오픈시간보다 조금 일찍가서 대기했어요메뉴 몇개없지만 라자냐 짱맛 2개 시켜 먹고픈맛.. 담에 또 갈래요 !!!!!,"웨이팅 없었구요(Positive), 라자냐 짱맛(Positive), 메뉴 몇개없지만(Negative)"
호랑이도삭면,테이블에 있는 향신료 넣으면 완전 카레맛입니다!마라도 얼얼하고 맛있게 먹었습니다면은 두꺼운 칼숙수 느낌?입니다,"향신료 넣으면 완전 카레맛(Positive), 얼얼하고 맛있게 먹었습니다(Positive), 두꺼운 칼숙수 느낌(Negative)"
쿳사 연희,재료가 싱싱하고 보기도 좋고 맛도 좋았어요장소는 넓지않고 의자가 많이 불편했어요!,"재료가 싱싱하다(Positive), 보기 좋다(Positive), 맛이 좋다(Positive), 장소가 넓지 않다(Negative), 의자가 불편하다(Negative)"
비밀베이커리 이대점,양상추가 듬뿍 들어있어서 자주 사먹게 되요. 요즘 이 정도 가격에 이정도 퀄리티인 샌드위치 별로 없는 것 같아요. 다른 빵들도 진짜 맛있습니다. 시그니처 빵들도 맛있지만 프레츨류도 쫀득하니 맛있어요!,"양상추가 듬뿍 들어있어서 자주 사먹게 되요(Positive), 이 정도 가격에 이정도 퀄리티인 샌드위치 별로 없는 것 같아요(Positive), 다른 빵들도 진짜 맛있습니다(Positive), 시그니처 빵들도 맛있지만 프레츨류도 쫀득하니 맛있어요(Positive)"
대포찜닭 신촌,무난하게 먹기는 좋은 곳이지만 그렇게 맛있는 곳은 아닙니다. 리뷰가 많은 것은 리뷰 이벤트를 하기 때문입니다. 음식이 조금 짜고 단 편입니다. 일반적으로 생각하는 찜닭 맛이 아니라 어린애들이 좋아할 만한 자극적인 맛 입니다.,"맛(Negative), 리뷰 이벤트(Negative), 음식이 짠 편(Negative), 음식이 단 편(Negative), 자극적인 맛(Negative)"
베브릿지 한국외대점,커피도 맛있구 세트메뉴에 있는 샌드위치가 진짜 맛있어요 이번 학기에 제일 많이 온 카페 이문동에서 제일 애정하는 베브릿지 추천해요❤,"커피 맛있다(Positive), 샌드위치 맛있다(Positive), 이문동에서 제일 애정하는(Positive), 추천해요(Positive)"
마루한,갈비 정말맛있고 양도 푸짐 여기에반찬 파채랑 같이 먹으면 진짜꿀맛👍👍 고기시키면 서비스로 된찌 계란찜 나오는데 엄청혜자 둘다맛있어 마지막 삼겹살1인분시켰는데 고기 두께감 실화임?!오랜만에 두께감에 놀랐어요 !,"갈비 맛있고 양 푸짐(Positive), 반찬 파채랑 같이 먹으면 진짜 꿀맛(Positive), 고기 시키면 서비스로 된찌 계란찜(Positive), 삼겹살 고기 두께감 놀랐다(Positive)"
신락원 시립대,요즘 중국집은 여기만 갑니다 ,중국집(Positive)
Bun99 외대점,진짜x3000 맛있었어요,맛있었어요(Positive)
삭 이대,튀김 떡볶이 맥주 모두 베스트 !!!!!,"튀김(Positive), 떡볶이(Positive), 맥주(Positive)"
고냉지,주말에 방문해서 식사했어요!주재료 선택도 가능하고 반찬도 다양하게 나와서 취향껏 먹을 수 있는 곳이에요!집 근처라 재방문 예정입니다,"주재료 선택 가능(Positive), 반찬 다양(Positive), 취향껏 먹을 수 있는 곳(Positive), 집 근처(Positive)"
란주탕슉 이대,꿔바로우랑 도삭면 가끔 생각남,"꿔바로우(Positive), 도삭면(Positive)"
정육면체 신촌점,3년전에도 홀알바가 싹바가지가없어서 기억나는데오늘 오전홀알바 진짜 뺨아리한대 후려갈기고싶네.,"홀알바(Negative), 서비스(Negative)"
아건 이대,사장님도 친절하시고 음식도 정말 맛나요탄두리 치킨 추천합니다 다만 레몬이 불판 위에 달궈져서 나와서.. 짜먹으라는 건지 뭔지 모르겠네요..,"사장님도 친절(Positive), 음식도 정말 맛나(Positive), 탄두리 치킨 추천(Positive), 레몬이 불판 위에 달궈져서 나온다(Negative)"
마루한 시립대,제가여기 몇년째맛있게먹는 고기집!돼지갈비가제일맛있네요.,"몇년째 맛있게 먹는(Positive), 고기집(Positive), 돼지갈비(Positive), 제일 맛있다(Positive)"
은하곱창,개운하고 맛있는 전골 친절하고 맛있어요,"전골(Positive), 친절(Positive), 맛있어요(Positive)"
아건 이대,둘이 세트로 먹고 3만원.강가나 달 같은 괜히 비싼 인도식당보다 여기가 두배 쯤 낫다.,"가격(Positive), 인도식당(Positive)"
서울뼈구이매운족발,맛도 없고 제일 매운거 시켰는데 맵지도 않고 씁쓸하고 고기 냄새 엄청나고 뼈도 몇개 안나오고.. 불호 없는 주먹밥으로 배채워야겠다 생각해서 시켰는데.. 뼈도 남기고 주먹밥도 남김!! 특히 김가루에서 비린내 엄청남!!이걸 도대체 왜 먹지..?,"맛도 없고(Negative), 맵지도 않고 씁쓸하고(Negative), 고기 냄새 엄청나고(Negative), 김가루에서 비린내 엄청남(Negative), 뼈도 몇개 안나오고(Negative)"
명성양꼬치 신촌본점,진짜 양꼬치 인생맛집입니다. 꼭 마라 양꼬치 드세요!너무 맛있어서 주기적으로 오는데 최곱니다!👍,"양꼬치 인생맛집(Positive), 마라 양꼬치(Positive), 맛있다(Positive)"
신락원 시립대,짜장면은 맛있는데 짬뽕이너무 별로라서 2점 뺄게요,"짜장면 맛(Positive), 짬뽕 맛(Negative)"
브레드칸 청량리점,저렴한 가격,가격(Positive)
김숙성 대흥본점,오늘 처음 방문했는데 정말 친절하고 고기도 너무 맛있었어요!! 유명하다고 해서 와봤는데 기대이상.. 미나리 존맛림뇨 담에 또 올 것 같아요,"친절(Positive), 맛있었어요(Positive), 기대이상(Positive), 미나리 존맛(Positive)"
아건 이대,커블 세트 진짜 존맛인데 ?커리 때문에 다시 가고 싶어요.그리고 난 엄첨 크다. 음식도 맛있고 직원들도 엄첨 친철 합니다.,"커브 세트(Positive), 커리(Positive), 음식(Positive), 직원들(Positive)"
무초타코,너무 맛있어요 진짜 완전 중독.. 혼자 밥 먹을 땐 무조건 무초타코 거의 매일 오는 중..!,맛(Positive)
정각,종종 날씨 좋으면 오던 음식점이었는데 가격대도 저렴하지 않은 편인데 물이 플라스틱 병으로만 서브되서 컵 사람수데료 요청드렸는데 사람수대로 드실 수 있게 페트로 서브해드린거라고 두개만 가져다 주셨네요.뒷자리엔 사람이 앉기전에도 네개가 다 미리 서브 되어 있는데 자리마다 차이가 있는 건지 맛은 있는데 서비스는 잘 모르겠습니다,"가격대(Negative), 물이 플라스틱 병으로 서브(Negative), 맛(Positive), 서비스(Negative), 자리마다 차이가 있는 건지(Negative)"
수저가,갓저가,갓저가(Positive)
미스터왕만두 이대,너무 맛있게 먹었어요. 소롱보 한입에 넣었다가 큰일날뻔,"맛있게 먹었어요(Positive), 소롱보 한입(Negative)"
정육면체 신촌점,신촌에서 제일 궁금했던 식당 중 하나인 정육면체 우육면 깨부수면 유린기를 주문했고 둘이 넉넉하게 먹었어요. 면 요리도 맛있었지만 바삭하고 쫀득한 튀김옷의 유린기가 특히 맛있었어요. 평일 오후 5시 30분 기준 웨이팅 없이 바로 입장 가능했습니다!,"면 요리(Positive), 바삭하고 쫀득한 튀김옷(Positive), 유린기(Positive), 웨이팅 없이 바로 입장 가능(Positive)"
최원석의돼지한판&서해쭈꾸미 시립대점,매장이 깔끔하고 고기가 맛있어요,"매장 깔끔함(Positive), 고기 맛(Positive)"
서가네 정육식당,큰 소 한마리 냉면 이벤트 중이라 시켰는데 정말 맛있습니다! 가족 4인이서 배부르게 먹었어요 서비스로 주신 비빔냉면도 맛있었습니다! 구어먹는 치즈도 리뷰 이벤트로 주셨는데 고기에 싸먹으니 아주 맛있었어요 사장님도 정말 친절하시고 매장도 넓어서 모임하기 좋을 것 같습니당!!,"맛(Positive), 서비스(Positive), 사장님 친절(Positive), 매장 넓이(Positive), 모임하기 좋다(Positive)"
김광석신촌칼국수,찐한 국물맛 맛있어요 냠냠 백김치도 존맛... 면도 리필돼서 배터질 뻔 했어요 멀리서 온 친구들도 다 맛있대용 ʕ ɷ ʔฅ,"국물맛(Positive), 백김치(Positive), 면 리필(Positive), 멀리서 온 친구들(Positive)"
을밀대 본점,주말점심이라 웨이팅했는데 맛이 괜찮아요. 육수 특히 맛있고. 근데 수육은 양이 좀 아쉬워요 고기본연의 맛을 살린느낌. 다만 면은 좀 두꺼운편이라 선호하는 편은 아니었음.,"맛이 괜찮아요(Positive), 육수 맛있고(Positive), 수육 양이 아쉬워요(Negative), 고기본연의 맛을 살린느낌(Positive), 면 두꺼운편(Negative)"
이상한떡볶이집,외대 최애 맛집 이떡집❤️졸업해도 가끔 생각나서 올 것 같아요 항상 김치볶음밥만 먹다가 가끔 오므라이스 먹으러 가는데 이번에 먹은 치킨 데리야끼 덮밥도 맛나더라고요! 아 그리고 이떡집은 무한리필 떡볶이가 메인👍,"최애 맛집(Positive), 김치볶음밥(Positive), 오므라이스(Positive), 치킨 데리야끼 덮밥(Positive), 무한리필 떡볶이(Positive)"
란주탕슉,올만에 란주탕슉. 변함없는 맛👍,변함없는 맛(Positive)
라구식당,여기는 왜 라구 라자냐 라구파스타 밖에 없나요 ?? 다른 파스타도 다양하게 메뉴 만들어 주세요 맛은 그냥 그래요 .. 쏘쏘,"라구 라자냐(Negative), 다양한 메뉴(Negative), 맛(Negative)"
대포찜닭 신촌,찜닭너무 맛있어요!! 또 오고싶은 맛입니다.,"찜닭(Positive), 맛있다(Positive), 또 오고싶다(Positive)"
성화금탕마라탕.튀김꼬치,오픈한 지 얼마 안된거 같아요 아이들이 너무 좋아하는 마라탕 이젠 막내마져 위치가 좋아요 외대 앞에 있고 2층이라 가게가 눈에 더 띄네요 그리고 지나가는데 사람이 바글바글 해서 아이들이 더 가보자고 해서 왔는데 튀김꼬지도 있어서 다이어터도 한 꼬지 먹어보고 지금 리뷰쓰면 음료 이벤트도 있어요 마라탕집 진짜 많은데 괜찮네요,"위치가 좋아요(Positive), 사람이 바글바글해서(Positive), 튀김꼬지도 있어서 다이어터도 한 꼬지 먹어보고(Positive), 지금 리뷰쓰면 음료 이벤트도 있어요(Positive), 마라탕집 진짜 많은데 괜찮네요(Positive)"
가야가야,라멘 국물이 느끼하지 않고 깔끔해서 좋았어요.,"라멘 국물(Positive), 느끼하지 않다(Positive), 깔끔하다(Positive)"
도란도란곱창,최애 곱창집이에요 볶음밥 필수입니다,"최애 곱창집(Positive), 볶음밥 필수(Positive)"
청량리 독 고기,고기 저렴하고 맛있다. 도시락도! 집에서 가까워서 자주 가고싶은 집,"고기 저렴하고 맛있다(Positive), 집에서 가까워서 자주 가고싶은 집(Positive)"
쿳사 연희,맛있는데 직원분들의 긍정적 에너지까지 더해져 건강한 느낌을 주는 공간이에요추천메뉴 롱블랙 로제뇨끼,"맛있는데(Positive), 직원분들의 긍정적 에너지(Positive), 건강한 느낌을 주는 공간(Positive), 추천메뉴 롱블랙 로제뇨끼(Positive)"
베브릿지 한국외대점,너무 맛있어서 자주 와요! 스무디볼 파는 곳이 집 근처 있어서 좋아요😍 물컵도 귀엽잖아요😍❤️ 친절하셔서 기분도 더 좋아졌어요!,"맛있다(Positive), 집 근처(Positive), 물컵 귀엽다(Positive), 친절하다(Positive)"
회기왕족발보쌈,족발보쌈시켰는데 김치 추가가 만이천원이네요.. 맛도 근10년 동안 먹은 족발중에서 가장 맛없네요.. 실망스러웠습니다.,"김치 추가 가격(Negative), 맛(Negative), 실망스러움(Negative)"
오르랔베이커리,빵 종류가 다양하고 맛있어서 자주 이용해요.,"빵 종류(Positive), 맛있다(Positive)"
Bun99 외대점,점심시간 좀 지나서 방문해서 여유있게 먹었습니다. 음식도 맛있고 친절합니다.,"음식 맛(Positive), 친절한 서비스(Positive)"
이모네왕파전,찐 가성비 맛집,"가성비(Positive), 맛집(Positive)"
최원석의돼지한판&서해쭈꾸미 시립대점,직접 구워주시고 반찬들 깔끔하고 맛있어요. 매장 안 공기도 환기가 너무 잘 됩니다 앞으로 시립대에서 고기는 여기만,"직접 구워주시고(Positive), 반찬들 깔끔하고 맛있어요(Positive), 매장 안 공기(Positive), 환기가 너무 잘 됩니다(Positive)"
을밀대 본점,평양냉면 녹두전,"평양냉면(Positive), 녹두전(Positive)"
아건 이대본점,양도 많고 커리가 특히 맛있어요. 난이 진짜 큽니다 얼굴만해요. 👍,"양도 많다(Positive), 커리가 맛있다(Positive), 난이 크다(Positive)"
청량회관,참치애비랑 새우대갈희튀김 꼭 드셔야해요..! 글고 우니파스타도 맛있는데 같이 나오는 빵이 넘 맛있어서 담에는 라구도 먹어보려구요 대만족이었습니당,"참치애비(Positive), 새우대갈희튀김(Positive), 우니파스타(Positive), 빵(Positive), 대만족(Positive)"
성화금탕마라탕.튀김꼬치,음식 빨리 나오고 매장 깔끔하구 마라탕 맛있어요!,"음식 빨리 나오고(Positive), 매장 깔끔하구(Positive), 마라탕 맛있어요(Positive)"
오늘통닭 신촌직영점,연세대 이상우 콘서트보고 입맛다시러왔어요.공연 끝나고 시원한 맥주 먹으니 넘 좋네요.안주도 3총사로 치킨이 넘 맛있어요.,"시원한 맥주(Positive), 넘 좋네요(Positive), 치킨이 넘 맛있어요(Positive)"
롤앤롤김밥,맛있어요매장이 작아서 포장이 많은데자리가 나서 앉아서 먹었네요,"맛있어요(Positive), 매장이 작아서(Negative), 포장이 많은데(Neutral), 자리가 나서 앉아서 먹었네요(Positive)"
후루사토,2차로 와도 좋고 메인으로 먹어도 가성비 엄청난 가게입니다,가성비(Positive)
스키당 대흥점,깔끔해요 괜찮아요,"깔끔해요(Positive), 괜찮아요(Positive)"
자가제빵선명희피자 외대,평점 높길래 시켜먹어봤음. 5점 받을 만하다고 생각콤비 올리브 추가,"평점 높길래(Positive), 시켜먹어봤음(Positive), 5점 받을 만하다고 생각(Positive)"
호랑이도삭면,도삭면 처음 먹어봤는데 너무 맛있어요!!점원분들도 친절하시고 매장도 깨끗하고 혼밥좌석이 많아서 다음에 혼밥하러 한번 와야겠어요향신료 맛이 많이 강할까 걱정했는데 입맛에 딱 맞았어요 볶음도삭면 강추에요,"도삭면(Positive), 점원 친절(Positive), 매장 깨끗(Positive), 혼밥좌석 많음(Positive), 향신료 맛 적절(Positive)"
언니네함바그,음식 맛도 좋고 양도 많아서 든든하게 점심 식사했습니다 분위기도 좋고 인테리어도 너무 예뻐요! 구석구석 사장님 취향이 잘 보여요🖤잘 먹었습니다,"음식 맛(Positive), 양(Positive), 분위기(Positive), 인테리어(Positive), 사장님 취향(Positive)"
청량리혜성칼국수,레토르트 식품 맛이 나고 면의 퀄리티는 그보다 못 합니다. 줄을 서고 기다려서 먹을 만큼의 맛은 아닙니다.,"레토르트 식품 맛(Negative), 면의 퀄리티(Negative), 기다려서 먹을 만큼의 맛(Negative)"
청량회관,최고에요 . . ️ ♥️,최고(Positive)
을밀대 본점,인생맛집,맛집(Positive)
수저가,이곳이 두번째 가는곳입니다와보니 맛은 변함없이 깔끔하고 맛나요여기는 잠깐 웨이팅이 있었고그래도 맛이 있어 또 와보고 싶은곳이에요짜장면은 지난번보다 약간 짠 느낌?제가 싱겁게 먹는편이라 그런진 몰라도차돌짬뽕은 깔끔하고 푸짐해서 좋았어요전 개인적으론 차돌짬뽕 추천합니다,"맛(Positive), 웨이팅(Negative), 짜장면 짠 느낌(Negative), 차돌짬뽕 깔끔하고 푸짐(Positive), 차돌짬뽕 추천(Positive)"
소바연구소 신촌본점,존맛탱구리입니다 역시 명불허전,"맛(Positive), 명불허전(Positive)"
정정,멘보샤랑 하가우가 맛있었습니다면류는 아쉽습니다 만두로 배 채우세요,"멘보샤(Positive), 하가우(Positive), 면류(Negative), 만두(Positive)"
명성양꼬치 신촌본점,맛잇게 먹고 갑니다 ❤️,맛(Positive)
소바연구소 신촌본점,유린기랑 소스랑 상큼한 미나리가 너무 잘 어울려서 맛있고 장어덮밥도 양이 많고 매콤한 게 너무 맛있어요!소바도 쫄깃한 게 맛있어요,"유린기(Positive), 상큼한 미나리(Positive), 장어덮밥(Positive), 소바(Positive)"
고냉지,두툼한 계란말이 한 입 물고 돼지김찌에 김치 쭈워먹으면 이곳이 천상계,"계란말이(Positive), 돼지김치(Positive), 김치(Positive), 천상계(Positive)"
라구식당 신촌,라구가 생소하니까 신선할 수 있음근데 라구하는 곳 중에선 그냥 그럼,"라구가 생소함(Positive), 신선함(Positive), 그냥 그럼(Negative)"
란주탕슉 이대,맛은 괜찮은데 사장님이 좀 무례하시네요,"맛(Positive), 사장님(Negative), 무례(Negative)"
회기왕족발보쌈,내가 회기에 가는 이유. 맛나요.,맛(Positive)
오르랔베이커리 이대,집 앞이라 종종 포장하러 가는데 얼그레이크러핀과 커스터드크림머핀이 제일 맛있었어요!!,"얼그레이크러핀(Positive), 커스터드크림머핀(Positive), 포장(Positive), 맛(Positive)"
김광석신촌칼국수 본점,너무 맛있어서 재방문했어요 ! 버섯이랑 미니리랑 소고기 같이 먹으면 향긋하고 또 매콤하고 좋아요.,"맛있다(Positive), 버섯(Positive), 미니리(Positive), 소고기(Positive), 재방문(Positive)"
자가제빵선명희피자 외대점,토핑 진짜 듬뿍이에요 그리고 피자 꽁다리 안좋아하는데 여기는 꽁다리가 없는 수준이에요 그냥 다 토핑 왕창이라서 잘먹었습니다,"토핑 듬뿍(Positive), 피자 꽁다리 없는 수준(Positive)"
최원석의돼지한판&서해쭈꾸미 시립대점,고기를 맛있게 구워주셔서 편하게 먹을 수 있네요! 같이 나오는 묵사발이랑 된장찌개도 고기랑 먹으면 너무 잘 어울려요. 자리도 넓어서 옆자리 신경안쓰고 편하게 먹을 수 있어서 좋네요. 소스가 여러개 나와서 취향대로 골라먹는 것도 맘에 듭니다,"고기 맛(Positive), 묵사발과 된장찌개(Positive), 자리 넓음(Positive), 소스 다양성(Positive)"
김광석신촌칼국수 본점,신촌 전철역 앞 나의 최애 칼국수볶음밥이 특히 미쳤어요버섯과 미나리를 좋아한다면 싫어할 수가 없는 맛물론 안좋아하는 친구들도 데려가면 다들 맛있게 먹었어요,"칼국수볶음밥(Positive), 버섯(Positive), 미나리(Positive), 친구들도 맛있게 먹음(Positive)"
서울뼈구이매운족발,음식은 맛있는데 친절하지도 않고 화장실도 안 좋아서 딱 2번 가고 끝.포장해서 먹는게 제일 나을듯 ,"음식 맛(Positive), 친절하지 않음(Negative), 화장실 상태(Negative), 포장해서 먹는 것(Positive)"
카츠업 신촌,왕 맛도리 레이저 제모하러 갈 때마다 들립니다,맛도리(Positive)
베브릿지 한국외대점,모양이 예쁘네요 요거트 데이트하기 좋아요!토핑도 다양해요1,"모양이 예쁘다(Positive), 요거트(Positive), 데이트하기 좋다(Positive), 토핑 다양하다(Positive)"
을밀대 평양냉면,정통 평양냉면. 양념은 자기 취향껏,"정통 평양냉면(Positive), 양념은 자기 취향껏(Positive)"
이모네왕파전,낮술은 파전에 동동주지회기파전골목에 점심에도 여는 파전집이야고추튀김도 꼭 같이 먹어봐,"낮술(Positive), 파전(Positive), 동동주(Positive), 고추튀김(Positive), 점심에도 여는 파전집(Positive)"
아민 이화,저번에 샐러드 너무 잘 먹어서 또 생각나서 왔는데 이번엔 샥슈카 먹어봤어요 되게 바빠보이는 느낌에도 친절도는 최강!! 샥슈카는 처음 먹어봤는데 원래 이런건지는 모르겠는데 계란이 노른자 터트리면 나오는 정도이고 이건 좋은데 콩이 좀 딱딱한 편이었어요여러가지 많이 들어있어서 좋긴한데 뜨거워서 입천장 데임.. 먹을때 식혀서 드세요,"샐러드(Positive), 친절도(Positive), 콩 딱딱함(Negative), 입천장 데임(Negative)"
망우로30,브런치 먹기 좋은 분위기에요. 매장도 넓고 테이블도 많아서 좋아요. 음식도 너무 맛있어요👍,"분위기(Positive), 매장(Positive), 테이블(Positive), 음식(Positive)"
쭈꾸미블루스 신촌본점,쭈꾸미 톡톡 터지는 식감이 좋고 매운거 여기 자주 먹으러 와요. 여럿이올땐 예약하고 오면 더 편하게 먹을 수 있구용 매운거 잘 못먹어도 마요네즈찍어서 깻잎싸먹으면 충분히 먹을 수 있어용 진짜 너무 맛있어요!! 6명이서 8인분 먹고 밥도 먹고 배터지게먹었어요 홍합탕도 엄청 맛있습니다 여기! 강추 가게 노포감성으로 꾸며놔서 하나의 구경거리입니다.,"식감이 좋다(Positive), 매운거 자주 먹으러 온다(Positive), 매운 음식도 먹을 수 있다(Positive), 가게 노포감성(Positive), 홍합탕 맛있다(Positive)"
푸른하늘,쫄면 김밥 포장해서 먹었는데 맛났어요,"쫄면(Positive), 김밥(Positive), 포장(Positive), 맛(Positive)"
명성양꼬치 신촌,꿔바로우 이렇게 바삭쫀득한 곳 처음이다..... 옥수수온면도 진짜 존맛양꼬치도 당근 존맛,"꿔바로우(Positive), 바삭쫀득한(Positive), 옥수수온면(Positive), 존맛(Positive), 양꼬치(Positive)"
